Incident,RequestedBy,Description,Category,Solution_code,Start_Date,End_Date,Status,Assignement_Group,Ticket_Criticality,Env,SolvedBy
INC00011888,Ali Lee,oozie logs not showing in  HUE,Configuration,Workaround,2/7/2023 7:51,2/8/2023 16:51,Resolved,HADOOP_SUPPORT_L2,1-Critical,UAT,Colton Robertson
INC00011889,Brittany Horne,pyspark >>> Permission denied,Access,User Configuration,5/15/2023 17:28,5/21/2023 8:28,New,HADOOP_SUPPORT_L1,3-Moderate,SIT,Kyra Velazquez
INC00011890,Rhoda Shelton,User are not able to access Hue on PROD environment,Account Administration,Training/Advise,7/5/2021 15:44,7/8/2021 12:44,In-Progress,HADOOP_SUPPORT_L2,3-Moderate,SIT,Winston Schultz
INC00011891,Charlotte Mason,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,11/19/2022 16:33,11/24/2022 14:33,New,HADOOP_SUPPORT_L3,2-High,PROD,Iyana Stein
INC00011892,Quinn Mayer,All jobs stuck in Spark Command,User Access,Permissions Updated,5/13/2022 7:02,5/21/2022 17:02,New,HADOOP_SUPPORT_L1,3-Moderate,DEV,Nyla Reid
INC00011893,Aretha Pacheco,Production queue  resources update,Account Administration,Additional Capacity,2/19/2021 3:04,2/28/2021 20:04,In-Progress,HADOOP_SUPPORT_L2,4-Low,DEV,Colton Robertson
INC00011894,Kibo Buckley,Hive and Oozie is  down.,Known Error,Workaround,10/30/2021 15:32,11/12/2021 0:32,On-Hold,HADOOP_ENGG,3-Moderate,SIT,Seth Holder
INC00011895,Chaney Hughes,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,9/21/2022 22:58,9/27/2022 18:58,Resolved,HADOOP_SUPPORT_L2,2-High,UAT,Alana Hughes
INC00011896,Elise Spencer,issue with hive property modification,Configuration,Workaround,9/12/2021 14:15,9/17/2021 8:15,Closed,HADOOP_SUPPORT_L3,3-Moderate,UAT,Iyana Stein
INC00011897,Cheyenne Mendoza,Created Hive ODBC is unable to load data,Dependent System,Workaround,4/27/2023 0:00,5/9/2023 5:00,Resolved,HADOOP_SUPPORT_L1,1-Critical,UAT,Lacey Cole
INC00011898,Samson Watkins,Hue group Sync in Prod,Configuration,Amend Configuration,9/5/2021 18:29,9/7/2021 12:29,On-Hold,HADOOP_SUPPORT_L2,1-Critical,SIT,Damari Mcgrath
INC00011899,Marvin Hatfield,CVE-2018-1296 Permissive Apache Hadoop HDFS listXAttr Authorization Exposes Extended Attribute Key/Value Pairs,Security,Keytab Created,3/18/2022 22:39,3/21/2022 23:39,On-Hold,HADOOP_SUPPORT_L1,3-Moderate,PROD,Eliana Matthews
INC00011900,Alberta Higgins,Spark connected jobs are failing,Capacity,Workaround,9/20/2022 22:43,9/22/2022 0:43,In-Progress,HADOOP_SUPPORT_L1,2-High,DEV,Lacey Cole
INC00011901,John Williams,Please provide resource details for all the queue associated ,Configuration,Workaround,6/8/2021 3:05,6/9/2021 22:05,Closed,HADOOP_SUPPORT_L1,1-Critical,UAT,Keaton Forbes
INC00011902,Sonya Church,Can not access to HUE,User Access,Permissions Updated,8/5/2020 21:31,8/8/2020 16:31,In-Progress,HADOOP_SUPPORT_L1,3-Moderate,UAT,Savanah Ho
INC00011903,Adison Wells,Facing Spark connectivity issue,Capacity,Housekeeping,12/21/2022 8:04,12/28/2022 12:04,Resolved,HADOOP_SUPPORT_L1,4-Low,DEV,Kyra Velazquez
INC00011904,Ivan Boyer,We are facing following issue due to which spark job getting fail,Data-Transaction,Workaround,12/3/2022 7:42,12/3/2022 23:42,In-Progress,HADOOP_SUPPORT_L3,2-High,SIT,Uriel Howell
INC00011905,Quin Lara,Job got stuck at spark command,Capacity,Housekeeping,5/28/2021 7:40,6/5/2021 15:40,Resolved,HADOOP_SUPPORT_L2,4-Low,PROD,Alana Hughes
INC00011906,Eleanor Kelly,HDFS files/folder details,Capacity,Workaround,4/10/2022 19:59,4/11/2022 4:59,New,HADOOP_SUPPORT_L3,3-Moderate,SIT,Guadalupe Mcneil
INC00011907,Garry Ellis,HDFS ranger policy missing,Configuration,Workaround,3/12/2021 18:21,3/16/2021 1:21,Closed,HADOOP_ENGG,3-Moderate,DEV,Seth Holder
INC00011908,Malachi Jacobson,Not able to access database HIVE in  prod,Dependent System,Workaround,1/4/2022 14:37,1/14/2022 21:37,Resolved,HADOOP_SUPPORT_L2,1-Critical,UAT,Zayne Gonzales
INC00011909,Aldus Bailey,PROD | webHDFS  namenode operations Failing,Configuration,Workaround,5/30/2020 23:05,6/11/2020 11:05,On-Hold,HADOOP_ENGG,1-Critical,PROD,Chloe Anderson
INC00011910,Sienna Warren,unable to connect to hive service down,Access,Access Permissions Modified,6/14/2020 16:52,6/18/2020 3:52,On-Hold,HADOOP_SUPPORT_L2,4-Low,PROD,Colton Robertson
INC00011911,Amena Justice,HDFS ranger policy missing,Configuration,Workaround,12/25/2021 4:26,1/4/2022 8:26,Closed,HADOOP_SUPPORT_L2,1-Critical,UAT,Alana Hughes
INC00011912,Lucy Watson,Yarn Queue space issue,Configuration,Workaround,3/25/2021 9:40,4/4/2021 21:40,Resolved,HADOOP_SUPPORT_L1,4-Low,UAT,Marianna Stafford
INC00011913,Michael Baker,Jupiter not able to submit oozie job,Miscategorised,Training/Advise,1/27/2023 14:35,2/6/2023 14:35,In-Progress,HADOOP_ENGG,3-Moderate,SIT,Landin Vaughn
INC00011914,Karly Jones,Slowness in Hue,Capacity,Workaround,5/16/2022 2:03,5/22/2022 19:03,New,HADOOP_SUPPORT_L3,4-Low,UAT,Guadalupe Mcneil
INC00011915,Cameron Rasmussen,Assign role to ABC policy in ranger,User Access,Permissions Updated,6/22/2020 18:01,6/27/2020 22:01,On-Hold,HADOOP_SUPPORT_L3,4-Low,SIT,Ariana Avila
INC00011916,Barrett Chen,"getting ""OutOfMemoryError: Java heap space"" error in  job run",Configuration,Amend Configuration,12/31/2021 9:53,1/1/2022 6:53,New,HADOOP_SUPPORT_L2,1-Critical,DEV,Winston Schultz
INC00011917,April Mann,Cannot re-encrypt an encryption zone if a previous re-encryption on it was canceled,Configuration,Workaround,6/6/2022 5:32,6/7/2022 15:32,Resolved,HADOOP_SUPPORT_L2,2-High,DEV,Kiera Gallegos
INC00011918,Tiana Johnson,Exception: Python in worker has different version 3.6 than that in driver 3.7, PySpark cannot run,Configuration,6/30/2021 22:21,7/1/2021 9:21,New,HADOOP_SUPPORT_L2,4-Low,PROD,Kiera Gallegos
INC00011919,Maya Hunt,Clusters running CDH 5.16.1, 6.1.0, or 6.1.1 can lose some HDFS file permissions any time the NameNode is restarted,5/24/2023 5:55,6/2/2023 5:55,Resolved,HADOOP_SUPPORT_L1,3-Moderate,UAT,Esmeralda Maldonado
INC00011920,Zenia Miller,HUE issue in UAT : Unable to connect to HUE UI and getting blank page,Miscategorised,Training/Advise,6/29/2021 9:32,7/1/2021 1:32,In-Progress,HADOOP_SUPPORT_L1,4-Low,UAT,Keaton Forbes
INC00011921,Dainton Johnson,Yarn Queue space issue,Configuration,Workaround,9/12/2021 19:26,9/24/2021 21:26,Resolved,HADOOP_SUPPORT_L3,1-Critical,SIT,Iyana Stein
INC00011922,Alexander Wong,Export all polices to to PROD env in ranger,Configuration,Amend Configuration,12/1/2020 20:45,12/5/2020 14:45,On-Hold,HADOOP_ENGG,4-Low,DEV,Seth Holder
INC00011923,Quentin Saunders,Few Issues and questions on Impala and Hive,Miscategorised,Training/Advise,12/11/2022 21:25,12/20/2022 2:25,Resolved,HADOOP_ENGG,3-Moderate,PROD,Seth Holder
INC00011924,Rogan Sutton,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,2/11/2023 10:21,2/20/2023 13:21,On-Hold,HADOOP_SUPPORT_L2,4-Low,DEV,Kiera Gallegos
INC00011925,Heather Stevens,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,12/20/2021 14:19,12/27/2021 3:19,New,HADOOP_SUPPORT_L3,3-Moderate,DEV,Dale Oliver
INC00011926,Janna Rowe,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,3/18/2021 5:41,3/30/2021 0:41,On-Hold,HADOOP_SUPPORT_L3,3-Moderate,UAT,Odin Potter
INC00011927,Lois Brewer,SparkUI: Failed to bind SparkUI,Capacity,Housekeeping,12/11/2020 11:46,12/23/2020 0:46,New,HADOOP_SUPPORT_L2,3-Moderate,SIT,Kiera Gallegos
INC00011928,Alec Atkins,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,5/2/2021 7:25,5/5/2021 20:25,In-Progress,HADOOP_SUPPORT_L1,4-Low,PROD,Nyla Reid
INC00011929,Shad Summers,CVE-2018-1296 Permissive Apache Hadoop HDFS listXAttr Authorization Exposes Extended Attribute Key/Value Pairs,Security,Keytab Created,3/24/2020 7:31,3/28/2020 13:31,On-Hold,HADOOP_SUPPORT_L1,1-Critical,SIT,Savanah Ho
INC00011930,Ada Cameron,Caused by: org.apache.hadoop.hdfs.BlockMissingException,Configuration,Workaround,2/23/2023 5:30,3/1/2023 3:30,Closed,HADOOP_SUPPORT_L3,4-Low,UAT,Dale Oliver
INC00011931,Naomi Martin,Error when trying to log in to HUE DR,User Access,Permissions Updated,2/8/2021 16:32,2/12/2021 17:32,Closed,HADOOP_SUPPORT_L3,3-Moderate,DEV,Sandra Myers
INC00011932,Garrett Kirkland,issue with hive property modification,Configuration,Workaround,5/18/2022 3:12,5/19/2022 21:12,Resolved,HADOOP_ENGG,2-High,UAT,Seth Holder
INC00011933,Emmanuel Valentine,Able to access Hadoop Tables through Hive, but not through impala,Capacity,5/11/2023 22:09,5/23/2023 7:09,Resolved,HADOOP_ENGG,2-High,SIT,Landin Vaughn
INC00011934,Victoria Jones,Unable to run spark job ,No Fault Found,Workaround,5/22/2020 10:51,5/22/2020 18:51,Resolved,HADOOP_SUPPORT_L1,4-Low,DEV,Nyla Reid
INC00011935,Gail Fulton,webHDFS  namenode operations Failing,Data,Workaround,11/2/2020 0:23,11/4/2020 21:23,Resolved,HADOOP_SUPPORT_L3,4-Low,DEV,Iyana Stein
INC00011936,Irene May,[Spark][PROD]Not possible to share same queue with more than one Spark session,Configuration,Workaround,10/10/2020 16:30,10/19/2020 7:30,Resolved,HADOOP_ENGG,4-Low,SIT,Pamela Hancock
INC00011937,Dominique Howard,Apache Hadoop MapReduce Job History Server (JHS) vulnerability,Troubleshooting,Syster Driver Updated,2/15/2021 22:09,2/27/2021 16:09,New,HADOOP_SUPPORT_L3,1-Critical,SIT,Iyana Stein
INC00011938,Rogan Glass,unable to load files to HDFS path,Configuration,Amended Configuration,9/7/2022 12:59,9/14/2022 5:59,New,HADOOP_SUPPORT_L3,3-Moderate,SIT,Kaydence Luna
INC00011939,Sylvester Hughes,Unable to schedule wf_invalid. hue-oozie-1674471069.81,Account Administration,Training/Advise,7/28/2020 18:42,8/9/2020 19:42,New,HADOOP_SUPPORT_L2,4-Low,PROD,Colton Robertson
INC00011940,Tyler Dominguez,Apache Hadoop MapReduce Job History Server (JHS) vulnerability,Troubleshooting,Syster Driver Updated,4/19/2022 20:12,5/1/2022 2:12,On-Hold,HADOOP_SUPPORT_L3,1-Critical,PROD,Guadalupe Mcneil
INC00011941,Jacqueline Spence,Getting error while running spark2 cmd mention below.,Capacity,Workaround,7/25/2021 8:22,7/27/2021 1:22,On-Hold,HADOOP_SUPPORT_L1,1-Critical,UAT,Giovanna Henson
INC00011942,Haris Tucker,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,1/6/2022 23:18,1/18/2022 15:18,On-Hold,HADOOP_SUPPORT_L2,1-Critical,PROD,Alana Hughes
INC00011943,Xavier Watson,Kindly check and let me know is it possible to add additional resource to hadoop_global,Capacity,Additional Capacity,3/25/2020 6:52,3/31/2020 4:52,In-Progress,HADOOP_SUPPORT_L2,3-Moderate,DEV,Colt Chandler
INC00011944,Emily Kelley,Unable to create hive table in UAT env,No Fault Found,No Action Taken,10/20/2020 13:42,10/22/2020 11:42,Closed,HADOOP_SUPPORT_L1,1-Critical,UAT,Eliana Matthews
INC00011945,Conan Stephens,Unable to do csv data dump on uat hue impala,Capacity,Additional Capacity,11/29/2021 7:30,12/3/2021 2:30,On-Hold,HADOOP_SUPPORT_L2,1-Critical,UAT,Rashad Allen
INC00011946,Faith Walsh,Urgent configuration correction required on Resource scheduler for roots.xyz queue,Configuration,Amend Configuration,4/19/2023 0:14,4/19/2023 7:14,Closed,HADOOP_ENGG,4-Low,DEV,Yurem Montes
INC00011947,Raja Arnold,Could you please check which user is locked this table in hive.,User Access,Permissions Updated,12/11/2020 4:39,12/19/2020 22:39,Closed,HADOOP_ENGG,4-Low,DEV,Landin Vaughn
INC00011948,Petra Stuart,oozie logs not showing in  HUE,Configuration,Workaround,11/30/2021 19:07,12/6/2021 21:07,Closed,HADOOP_ENGG,3-Moderate,DEV,Pamela Hancock
INC00011949,Kelvin Perkins,Export all polices to to PROD env in ranger,Configuration,Amend Configuration,9/28/2021 0:06,10/2/2021 9:06,Resolved,HADOOP_SUPPORT_L1,1-Critical,SIT,Alonzo Berger
INC00011950,Derek Fowler,Able to access Hadoop Tables through Hive, but not through impala,Capacity,1/7/2023 16:38,1/14/2023 4:38,Closed,HADOOP_SUPPORT_L1,2-High,DEV,Jaquan Mcclure
INC00011951,Bruce Adams,Unable to Run Pyspark/Yarn Jobs/ Automated Jobs using service accounts,User Access,Permissions Updated,5/30/2020 16:49,6/11/2020 19:49,On-Hold,HADOOP_ENGG,3-Moderate,UAT,Pamela Hancock
INC00011952,Ada Wilson,Urgent - cannot access hue ,User Access,Permissions Updated,7/5/2020 2:39,7/14/2020 19:39,In-Progress,HADOOP_SUPPORT_L2,4-Low,PROD,Rashad Allen
INC00011953,Alfred Anderson,User is not able to access hue url. Getting UnboundLocalError,Configuration,Amend Configuration,10/1/2022 23:10,10/10/2022 13:10,Resolved,HADOOP_SUPPORT_L3,3-Moderate,DEV,Laci Acosta
INC00011954,Sawyer Spencer,ACL Issue - Unable to access Hue Database Report,User Access,Permissions Updated,2/20/2021 22:23,3/2/2021 16:23,Closed,HADOOP_SUPPORT_L3,3-Moderate,UAT,Eva Underwood
INC00011955,Eleanor Kelly,Spark error on UAT Cluster connectivity via DoD,Configuration,Workaround,3/8/2022 0:54,3/13/2022 8:54,In-Progress,HADOOP_SUPPORT_L1,4-Low,SIT,Shirley Randolph
INC00011956,Patricia Wyatt,Unable to access below mentioned oozie log,Capacity,Amend Configuration,11/27/2020 23:14,12/2/2020 23:14,Closed,HADOOP_ENGG,4-Low,SIT,Chloe Anderson
INC00011957,Robert Cole,Able to access Hadoop Tables through Hive, but not through impala,Capacity,8/17/2021 12:10,8/27/2021 5:10,On-Hold,HADOOP_ENGG,3-Moderate,SIT,Seth Holder
INC00011958,Adena Ferrell,Unable to run spark job ,No Fault Found,Workaround,3/9/2022 22:44,3/17/2022 17:44,On-Hold,HADOOP_SUPPORT_L2,1-Critical,DEV,Colt Chandler
INC00011959,Reid Cole,Unable to Run Pyspark/Yarn Jobs/ Automated Jobs using service accounts,User Access,Permissions Updated,6/27/2022 22:36,6/28/2022 10:36,Closed,HADOOP_SUPPORT_L3,1-Critical,DEV,Iyana Stein
INC00011960,Darcy Howard,CONTROL-M PROD  RANGER AUIDT FAILURE,Configuration,Workaround,7/21/2020 17:56,7/22/2020 18:56,In-Progress,HADOOP_SUPPORT_L3,1-Critical,SIT,Guadalupe Mcneil
INC00011961,Stuart Brooks,Hue Authentication getting expired repeatedly,Configuration,Workaround,1/28/2023 14:45,2/2/2023 15:45,Closed,HADOOP_SUPPORT_L3,1-Critical,UAT,Laci Acosta
INC00011962,Kirsten Anderson,"getting ""OutOfMemoryError: Java heap space"" error in  job run",Configuration,Amend Configuration,4/10/2021 8:22,4/19/2021 11:22,Resolved,HADOOP_SUPPORT_L1,1-Critical,SIT,Alonzo Berger
INC00011963,Eleanor Walker,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,User Error,5/2/2020 17:09,5/13/2020 21:09,New,HADOOP_SUPPORT_L1,4-Low,UAT,Edwin Brennan
INC00011964,Sofia Baker,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,11/3/2022 13:23,11/5/2022 12:23,In-Progress,HADOOP_ENGG,3-Moderate,SIT,Pamela Hancock
INC00011965,Briony Moore,RangerAdmin service is unavailable,Configuration,Housekeeping,1/5/2020 20:03,1/11/2020 1:03,New,HADOOP_ENGG,4-Low,DEV,Pamela Hancock
INC00011966,Sienna Reed,Production queue crunch in root.abcdefgh ; Job stuck for long time,Account Administration,Additional Capacity,11/27/2022 22:54,12/6/2022 3:54,New,HADOOP_SUPPORT_L1,2-High,PROD,Alyvia Baker
INC00011967,Adara Holloway,grant db level access to user in ranger,User Access,Permissions Updated,6/26/2022 8:50,6/29/2022 21:50,On-Hold,HADOOP_SUPPORT_L2,2-High,PROD,Sullivan Preston
INC00011968,Shaeleigh Knowles,Cannot create spark session,Configuration,Amend Configuration,2/10/2022 23:45,2/15/2022 6:45,In-Progress,HADOOP_ENGG,3-Moderate,UAT,Pamela Hancock
INC00011969,Maisie Howe,Yarn Queue space issue,Configuration,Workaround,5/20/2022 6:17,5/22/2022 19:17,Closed,HADOOP_SUPPORT_L3,1-Critical,PROD,Uriel Howell
INC00011970,Odysseus Neal,Potential Block Corruption and Data Loss During Pipeline Recovery,Configuration,Workaround,5/26/2021 7:19,6/3/2021 6:19,Closed,HADOOP_SUPPORT_L3,3-Moderate,UAT,Dale Oliver
INC00011971,Jessica Carroll,Unix_timestamp is not working in Hive its giving null Value.,Configuration,Amend Configuration,8/15/2022 17:15,8/18/2022 20:15,In-Progress,HADOOP_SUPPORT_L3,1-Critical,DEV,Eva Underwood
INC00011972,Selma Baird,Issue in Hive,Capacity,Housekeeping,7/27/2022 5:24,8/2/2022 5:24,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,PROD,Rashad Allen
INC00011973,Martin Hooper,HIVE : Getting No Databases found error,No Fault Found,Training/Advise,11/16/2022 9:54,11/17/2022 4:54,In-Progress,HADOOP_SUPPORT_L1,3-Moderate,UAT,Nyla Reid
INC00011974,Carina Hunt,Spark client always fails,Configuration,Amend Configuration,7/2/2021 18:24,7/8/2021 4:24,Resolved,HADOOP_SUPPORT_L3,1-Critical,DEV,Uriel Howell
INC00011975,Kevin Farrell,Unable to run spark job ,No Fault Found,Workaround,1/24/2022 1:24,2/4/2022 4:24,On-Hold,HADOOP_SUPPORT_L2,1-Critical,SIT,Kiera Gallegos
INC00011976,Hilel Beard,Hive and Oozie is  down.,Known Error,Workaround,9/22/2022 18:40,10/4/2022 16:40,On-Hold,HADOOP_ENGG,1-Critical,UAT,Seth Holder
INC00011977,Ingrid Mason,Error when trying to log in to HUE DR,Configuration,Workaround,11/15/2022 23:12,11/21/2022 23:12,Closed,HADOOP_ENGG,1-Critical,UAT,Chloe Anderson
INC00011978,Cheyenne Mendoza,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,Miscategorised,7/9/2021 1:25,7/17/2021 10:25,Closed,HADOOP_ENGG,3-Moderate,DEV,Pamela Hancock
INC00011979,Alec Atkins,HIVE not working, Always showing repload option,Dependent System,2/19/2021 0:18,2/20/2021 23:18,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,PROD,Kiera Gallegos
INC00011980,Vivian Hamilton,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,4/15/2021 2:46,4/17/2021 5:46,Closed,HADOOP_SUPPORT_L2,2-High,UAT,Sullivan Preston
INC00011981,Elvis Mooney,Export all polices to to PROD env in ranger,Configuration,Amend Configuration,7/18/2022 16:16,7/27/2022 7:16,Closed,HADOOP_ENGG,4-Low,UAT,Seth Holder
INC00011982,Selma Baird,Increase resources capacity for Queue,Capacity,No Action Taken,9/15/2022 2:55,9/24/2022 1:55,On-Hold,HADOOP_SUPPORT_L3,1-Critical,PROD,Kaydence Luna
INC00011983,Abigail Mitchell,adding spark packages in CDSW,Capacity,Housekeeping,6/25/2021 9:39,7/2/2021 20:39,Resolved,HADOOP_SUPPORT_L3,4-Low,PROD,Guadalupe Mcneil
INC00011984,Lyndon Bailey,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,7/23/2021 2:19,7/27/2021 21:19,In-Progress,HADOOP_SUPPORT_L1,3-Moderate,SIT,Edwin Brennan
INC00011985,Andrew Adams,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,10/3/2021 23:52,10/16/2021 7:52,Resolved,HADOOP_SUPPORT_L1,1-Critical,SIT,Jaquan Mcclure
INC00011986,Stewart Rose,i am not able execute oozie workflow,Miscategorised,Training/Advise,8/24/2021 9:33,9/2/2021 4:33,In-Progress,HADOOP_SUPPORT_L3,2-High,UAT,Ariana Avila
INC00011987,Jaquelyn Shaffer,ACL Issue - Unable to access Hue Database Report,User Access,Permissions Updated,12/24/2022 4:51,12/26/2022 6:51,Closed,HADOOP_SUPPORT_L3,1-Critical,UAT,Dale Oliver
INC00011988,Savana Spencer,copying jars to hdfs for spark shell fast loading from windows,Configuration,Workaround,2/27/2020 16:31,3/3/2020 12:31,Closed,HADOOP_SUPPORT_L1,3-Moderate,PROD,Giovanna Henson
INC00011989,Eddy Davis,Able to access Hadoop Tables through Hive, but not through impala,Capacity,3/31/2021 19:01,4/5/2021 21:01,In-Progress,HADOOP_ENGG,1-Critical,PROD,Seth Holder
INC00011990,Kirby Durham,copying jars to hdfs for spark shell fast loading from windows,Configuration,Workaround,4/28/2023 17:51,5/4/2023 12:51,New,HADOOP_SUPPORT_L1,3-Moderate,UAT,Alonzo Berger
INC00011991,Amena Justice,Ranger autorization failed,Configuration,Amend Configuration,1/19/2023 17:13,1/23/2023 12:13,New,HADOOP_ENGG,1-Critical,PROD,Landin Vaughn
INC00011992,Eleanor Kelly,Getting error while running spark2 cmd mention below.,Capacity,Workaround,7/17/2021 4:14,7/27/2021 6:14,On-Hold,HADOOP_SUPPORT_L2,2-High,UAT,Kenny Kennedy
INC00011993,Cameran Nguyen,﻿Short Description,Category,Solution code,1/17/2021 16:56,1/28/2021 11:56,Closed,HADOOP_ENGG,2-High,DEV,Pamela Hancock
INC00011994,Abraham Cooper,Hive issue ,Miscategorised,Training/Advise,9/4/2020 13:05,9/15/2020 2:05,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,PROD,Alana Hughes
